points,passing_yds,passing_int,passing_times_sacked,rushing_yds,fmb,punts_yds,penalty_yds,def_passing_yds,def_passing_int,def_passing_times_sacked,def_rushing_yds,def_fmb,pass_play_percentage,def_pass_play_percentage,drives,def_drives,tds_per_yard,def_tds_per_yard,fg_percentage,home_game
33,155.474,0.995,3.049,110.254,1.208,268.205,44.133,216.48,1.008,2.46,109.988,0.804,54.589,55.272,8.927,9.882,57.235,60.519,62.845,1
24,155.67,1.121,2.705,108.299,0.946,257.895,48.95,206.643,0.963,2.563,116.265,0.491,49.963,51.658,9.573,10.214,44.608,66.76,71.052,0
24,155.726,1.003,2.086,123.058,0.728,223.101,43.26,206.143,1.147,1.891,125.427,0.854,48.258,51.846,8.595,9.007,47.619,64.572,71.905,0
3,155.838,0.903,2.289,124.725,0.776,262.732,49.408,210.42,0.63,1.904,139.037,0.626,47.698,49.632,8.71,8.318,51.67,69.02,65.773,0
3,155.87,1.085,2.55,150.509,1.123,222.598,55.403,187.174,1.01,2.135,138.064,0.471,44.88,50.458,9.935,9.209,66.09,57.227,76.75,1
26,155.963,1.161,2.707,151.256,0.887,197.643,54.236,231.777,1.316,2.326,121.21,0.706,46.098,55.316,8.586,9.153,66.53,69.559,55.486,1
28,156.187,1.236,1.828,157.037,0.517,199.189,46.044,212.386,1.04,1.946,109.355,0.538,44.186,54.889,8.965,8.024,62.105,59.751,76.988,0
20,156.246,1.191,3.067,107.308,1.097,283.118,47.101,236.024,1.205,1.688,108.882,1.016,56.597,54.913,9.178,7.968,51.147,66.342,67.361,0
10,156.375,1.115,1.57,119.768,0.657,242.135,45.746,202.91,1.069,2.943,83.331,0.801,49.877,58.481,8.751,8.78,46.768,49.927,67.295,1
23,156.412,1.041,2.577,133.177,0.584,228.524,40.936,233.49,0.646,2.781,108.612,0.977,48.486,53.92,8.71,9.094,58.194,72.503,65.913,1
41,156.585,1.037,2.623,136.92,0.891,206.91,53.543,169.321,0.461,2.266,99.119,0.592,47.184,53.564,8.531,8.969,61.951,61.062,64.468,1
31,156.714,0.929,2.38,120.361,0.95,244.432,53.104,184.473,1.311,1.91,115.736,0.794,48.605,51.567,8.216,8.563,44.016,61.474,59.018,1
26,156.73,1.051,2.55,140.077,0.957,206.862,51.938,194.915,0.72,1.857,119.718,0.546,48.671,49.519,8.825,9.081,56.479,73.886,75.713,1
26,156.775,1.078,2.668,118.586,0.693,225.462,44.386,247.453,0.93,1.338,112.974,0.544,51.775,52.918,8.576,8.164,55.203,75.383,67.92,0
35,156.847,1.029,2.617,152.227,0.826,207.419,53.768,229.465,0.719,1.464,134.508,0.614,45.216,47.971,8.796,9.168,64.863,77.517,56.279,0
3,156.974,1.45,1.773,104.952,0.618,236.488,45.044,201.828,1.505,1.914,116.944,0.479,53.244,52.411,8.363,8.607,35.934,72.208,77.295,0
17,157.077,0.971,2.317,129.526,0.858,241.234,53.283,210.378,0.977,2.213,112.862,0.636,48.497,53.358,9.738,8.92,53.318,65.55,79.965,1
7,157.148,1.008,2.631,116.307,0.694,230.506,46.3,207.393,1.642,2.371,97.462,0.523,51.789,58.843,8.751,8.329,51.965,70.194,78.877,1
13,157.153,1.05,2.019,125.611,0.716,218.868,43.651,213.463,0.962,2.535,111.972,0.498,48.202,53.721,8.56,8.376,49.302,59.765,73.144,1
10,157.262,1.133,2.846,108.062,1.027,249.963,52.559,180.491,1.289,2.648,97.666,0.999,50.693,55.724,9.263,9.343,46.866,41.553,72.205,1
41,157.27,1.032,2.244,113.811,0.843,238.202,54.428,253.587,0.859,1.769,119.904,0.663,48.781,52.896,9.52,9.443,55.148,80.018,74.711,0
17,157.376,1.322,2.337,118.075,0.906,275.57,53.087,233.448,1.015,2.382,86.781,0.572,49.755,59.55,9.507,8.448,55.501,63.714,64.663,0
10,157.405,1.087,2.623,121.178,0.762,228.749,46.142,231.842,1.08,2.513,115.685,0.507,50.842,53.944,8.686,8.573,51.48,62.317,79.508,0
30,157.455,1.15,2.584,148.038,1.143,226.399,55.141,196.474,1.074,2.619,100.871,0.97,45.685,54.146,9.807,8.994,61.089,66.532,77.989,0
15,157.507,0.793,3.668,109.038,0.719,196.768,52.203,193.004,0.94,2.347,103.884,0.888,49.387,51.724,7.991,9.315,62.936,56.011,52.847,1
3,157.51,1.402,2.847,95.964,1.066,254.457,50.225,225.632,1.267,3.057,113.812,0.695,51.575,56.513,9.211,9.282,47.053,53.225,66.812,1
7,157.55,1.133,2.956,110.925,1.037,277.483,46.787,219.061,1.146,1.573,133.751,0.605,55.288,51.882,9.168,8.705,60.297,58.386,64.409,1
35,157.563,1.141,3.037,116.872,1.083,262.813,56.593,213.785,0.838,2.792,102.713,1.043,50.241,57.921,9.221,9.245,45.127,56.787,43.82,1
17,157.563,0.986,2.789,102.855,0.87,219.439,57.298,219.051,1.229,1.996,88.835,0.849,51.012,59.995,8.462,8.5,62.51,64.68,65.453,0
3,157.622,0.986,2.834,166.414,0.518,201.183,58.077,228.399,1.439,1.915,80.236,0.92,45.115,58.818,8.586,8.729,56.128,56.44,73.955,1
34,157.672,1.047,2.761,114.677,0.65,225.667,44.366,197.03,1.171,1.935,96.872,0.521,52.478,55.415,8.582,8.909,57.539,46.89,69.928,1
40,157.722,0.857,2.283,115.501,0.73,238.271,56.266,193.544,1.139,2.619,120.088,0.696,47.948,51.172,9.447,8.34,53.807,70.204,71.451,0
13,157.757,1.016,2.288,125.638,0.844,254.119,50.344,226.3,0.816,1.193,152.072,0.704,48.134,50.096,8.524,8.682,48.821,68.704,61.906,1
17,157.782,0.978,2.846,98.398,0.702,234.086,42.536,199.698,0.954,1.86,127.916,0.446,50.477,51.05,8.395,8.167,57.882,63.532,62.565,0
13,157.852,1.061,2.726,151.879,1.147,222.129,56.482,196.682,0.982,2.605,101.004,0.945,45.094,54.712,9.871,8.739,66.979,70.253,79.365,0
24,158.012,0.922,2.517,146.412,0.734,208.95,54.012,235.321,0.944,1.856,146.071,0.929,45.185,51.333,8.868,8.753,68.049,65.498,59.525,0
42,158.165,1.272,1.91,119.394,0.993,228.128,53.792,188.002,0.868,2.342,150.494,0.886,47.946,47.09,9.062,8.723,57.779,78.142,74.269,1
25,158.313,0.519,4.418,122.188,0.564,249.474,42.371,225.712,0.612,3.207,111.665,0.509,51.92,58.897,8.744,8.108,55.639,75.083,74.548,1
17,158.368,1.003,2.122,117.779,0.723,236.647,43.337,210.987,1.063,1.686,115.825,0.464,49.163,55.347,8.742,9.052,45.56,62.297,73.66,1
10,158.564,0.98,2.215,142.072,0.691,209.532,53.231,243.598,0.911,2.159,110.695,1.038,46.45,55.037,9.025,9.087,68.989,69.505,63.095,0
20,158.642,0.975,3.336,156.839,0.495,204.754,58.053,186.239,0.953,2.517,102.296,0.825,45.651,53.757,8.449,9.162,51.597,59.99,66.963,0
13,158.652,0.99,2.866,118.016,0.828,293.037,60.691,191.349,1.543,1.979,93.211,0.631,51.227,55.117,8.89,8.348,43.884,47.689,68.031,0
0,158.687,0.933,2.481,150.65,0.706,208.109,54.069,166.461,1.13,2.63,112.118,0.668,45.032,49.473,8.908,8.692,68.164,51.792,60.716,1
10,158.74,0.959,3.834,117.371,0.732,206.392,56.602,218.255,1.045,2.581,120.226,0.569,49.423,54.47,7.969,9.273,61.891,64.676,47.448,1
27,158.795,0.85,2.599,166.703,0.927,186.017,56.662,202.74,1,2.102,113.741,0.713,43.905,51.843,8.478,8.733,70.115,62.024,70.047,1
23,158.815,1.371,2.329,112.539,0.946,279.63,50.798,199.635,0.869,2.23,122.44,0.907,51.327,52.225,9.443,8.49,54.398,60.666,63.125,1
7,158.819,0.845,2.756,110.43,0.894,215.801,58.123,237.216,0.98,2.084,99.889,0.687,49.558,55.99,8.527,8.538,62.181,58.686,69.307,0
9,158.842,1.311,2.954,102.661,1.028,249.848,49.374,191.528,1.239,2.324,107.454,0.554,51.92,53.58,9.048,9.824,46.736,49.936,62.728,1
11,158.889,0.947,2.471,165.243,0.834,204.508,62.069,193.119,1.618,2.625,104.415,0.915,43.676,53.739,8.843,8.292,65.576,55.326,73.919,0
16,158.926,0.985,2.768,101.642,0.88,229.011,56.477,188.595,1.138,2.18,140.003,0.928,50.867,50.226,8.624,7.447,65.049,64.778,73.662,1
12,159.012,1.121,2.767,142.315,1.235,222.485,57.381,215.204,1.16,2.038,124.803,0.629,46.382,51.762,9.787,8.865,66.578,66.253,84.161,1
17,159.055,1.297,2.909,116.146,1.064,225.366,52.981,203.161,1.675,3.134,102.09,0.887,49.866,57.456,7.831,8.151,46.118,59.001,53.198,0
24,159.07,0.678,4.477,123.285,0.496,254.898,42.674,204.019,0.778,2.182,137.16,0.544,51,51.889,8.817,7.607,56.956,61.235,69.921,0
24,159.151,0.977,2.785,98.211,0.762,230.758,42.216,214.877,1.328,2.219,99.973,0.675,50.132,56.038,8.24,8.582,58.919,61.305,62.875,0
13,159.154,0.996,2.449,130.609,0.846,240.998,55.643,204.593,1.014,2.062,113.859,0.704,50.052,50.657,9.77,8.636,53.663,60.241,76.791,0
17,159.338,0.802,3.899,118.562,0.643,188.507,54.495,258.721,0.871,1.727,119.617,0.643,49.428,52.207,8.506,9.611,61.707,74.352,56.33,1
30,159.507,1.158,1.845,117.178,0.665,240.706,44.899,220.774,1.118,1.96,117.626,0.754,50.324,54.045,8.635,8.248,44.81,57.195,69.724,1
34,159.557,1.091,2.804,105.314,1.127,262.825,49.983,203.544,0.53,1.904,133.478,0.668,51.12,46.274,9.534,9.416,43.206,73.941,67.666,0
21,159.572,1.004,2.503,138.465,0.847,212.626,54.933,246.718,0.833,1.807,118.765,0.573,47.092,54.821,8.907,9.087,65.946,76.732,66.627,0
7,159.665,1.043,3.018,161.38,0.495,203.02,57.705,184.449,1.151,2.371,107.893,0.378,45.518,52.559,8.474,8.563,53.115,48.7,72.17,1
34,159.681,0.864,3.006,111.912,0.646,197.865,49.545,183.142,0.969,2.624,103.005,0.773,49.584,53.947,8.159,9.305,60.122,60.264,60.255,1
30,159.693,1.135,2.817,113.577,0.762,227.155,45.167,206.574,1.008,2.077,119.698,0.66,51.639,53.969,8.552,7.559,51.699,48.707,76.359,0
35,159.709,1.085,2.72,141.004,1.171,225.315,57.54,192.438,1.039,2.024,127.043,0.576,46.42,51.748,9.748,9.128,63.95,51.265,82.588,1
19,159.744,0.923,2.774,96.626,0.723,233.341,43.466,195.719,1.498,3.162,77.814,0.772,50.272,56.811,8.207,8.353,56.49,47.942,62.502,0
14,159.884,0.818,2.746,114.295,0.676,261.433,48.841,231.088,0.869,2.496,121.741,0.75,52.601,57.326,9.231,9.263,54.868,57.5,75.465,0
17,159.899,0.915,3.33,110.636,1.104,261.951,44.31,229.772,0.736,1.949,116.906,0.659,53.734,55.474,9.13,8.894,60.492,68.216,62.391,1
27,159.981,1.001,2.313,141.124,0.782,206.928,49.381,172.881,1.044,2.736,108.595,0.762,46.951,52.239,9.029,9.417,68.563,63.374,62.326,1
3,159.995,1.189,2.585,140.771,0.706,233.018,49.072,213.715,1.063,2.904,77.403,0.752,48.674,60.959,8.931,8.604,48.198,47.527,66.513,1
14,159.996,1.142,2.611,115.72,0.613,216.706,45.147,191.35,1.04,2.082,89.956,0.981,51.318,55.69,8.393,8.396,52.68,46.239,73.92,0
20,159.997,0.892,3.813,114.168,0.669,203.387,58.889,209.837,1.312,2.902,121.859,0.824,49.807,54.381,7.988,7.645,59.784,54.241,49.208,0
21,160.003,1.145,2.999,110.805,1.004,272.432,45.238,186.961,0.903,2.095,105.314,1.089,56.126,51.903,9.074,8.191,52.762,58.991,69.789,0
7,160.054,0.919,2.57,117.209,0.838,214.187,58.49,222.463,0.871,2.337,134.95,1.128,50.604,51.695,8.696,9.04,57.437,62.997,75.045,1
6,160.155,0.858,2.498,172.963,0.966,185.09,58.261,198.606,1.556,2.619,98.735,0.947,43.187,54.917,8.484,8.088,68.97,58.855,72.825,1
37,160.188,0.936,2.686,102.558,0.809,219.57,59.643,214.064,1.699,1.89,120.032,0.847,52.095,53.134,8.489,7.949,63.445,69.305,69.89,1
31,160.22,0.693,3.899,129.239,0.517,242.818,43.778,230.76,0.622,2.455,111.267,0.639,50.511,55.761,8.603,8.869,52.526,67.78,66.585,1
10,160.263,0.945,2.748,127.02,1.113,234.725,55.374,206.432,1.275,2.289,75.726,0.309,47.649,54.515,8.529,9.035,44.712,63.407,60.607,1
34,160.3,1.065,2.27,131.924,0.725,207.693,52.776,192.825,1.208,2.548,122.123,1.091,48.642,53.194,9.054,8.216,70.696,61.479,56.055,0
10,160.368,0.991,2.289,139.184,0.862,230.18,55.06,238.05,1.105,1.939,113.624,0.694,48.057,54.607,9.71,9.313,56.153,73.627,76.521,1
10,160.477,0.877,3.656,116.706,0.619,195.273,55.914,202.654,1.044,2.037,120.129,0.538,49.85,50.577,8.658,10.227,62.358,69.225,54.775,0
31,160.499,1.176,1.884,154.63,0.493,195.997,45.91,225.397,1.092,2.657,114.376,0.516,44.412,54.574,8.873,8.411,63.903,60.193,78.983,1
34,160.551,1.136,1.713,123.326,0.876,219.34,56.225,199.093,0.801,1.753,111.426,0.622,47.087,49.546,9.079,8.89,62.378,64.947,70.229,0
44,160.734,1.164,2.623,133.564,1.2,213.263,59.419,216.053,1.228,1.765,126.611,0.627,47.857,54.787,9.161,8.296,57.848,59.686,81.493,0
23,160.758,1.26,3.047,115.806,1.186,229.285,57.027,193.345,0.808,2.112,131.615,0.646,49.799,48.509,7.774,9.206,46.244,54.393,51.017,1
13,160.768,0.965,2.706,168.513,0.723,203.181,60.088,192.547,0.599,2.093,131.335,0.672,45.465,49.796,9.014,9.507,61.548,73.343,69.602,0
10,160.777,0.959,2.969,105.414,0.755,253.474,48.423,189.19,1.09,2.208,118.302,0.697,53.302,50.504,9.215,8.914,64.346,66.47,60.428,1
24,160.8,0.798,3.771,113.938,0.579,195.21,52.353,214.654,1.069,2.434,124.563,0.928,49.911,53.954,8.536,7.611,62.997,60.781,56.411,1
31,160.828,0.915,3.35,108.635,1.142,264.577,45.43,242.552,0.794,1.976,137.419,0.998,54.62,52.705,9.05,8.887,57.857,79.237,64.868,0
28,160.831,1.025,3.066,107.215,0.864,232.943,56.25,204.057,0.871,2.461,121.3,0.888,53.893,52.663,9.047,8.802,51.358,65.872,57.685,1
7,160.848,0.986,2.581,131.357,0.628,230.548,41.224,212.209,1,2.42,100.794,0.595,48.939,56.784,8.829,8.774,58.233,60.462,70.71,0
14,160.91,1.369,1.794,105.583,0.523,234.998,45.378,179.183,0.894,2.821,80.719,0.579,53.322,60.354,8.502,8.53,36.419,56.143,83.295,1
13,160.914,0.936,2.731,96.134,0.707,231.516,41.988,208.473,0.973,1.797,135.933,0.451,49.657,49.636,8.331,7.947,55.805,68.431,66.469,1
10,160.92,0.693,4.338,125.769,0.509,252.613,42.96,219.056,0.951,2.294,103.613,0.524,51.05,55.105,8.821,8.007,56.717,59.933,67.108,0
29,161.011,1.066,2.684,113.286,0.839,244.696,62.138,209.453,1.583,1.893,126.124,0.832,52.195,53.856,9.431,7.9,41.306,59.19,86.493,1
3,161.024,1.039,2.881,128.295,1.226,230.025,55.582,231.255,0.78,2.068,111.341,0.606,47.665,56.17,8.304,8.919,49.386,65.355,59.706,1
24,161.172,0.836,2.247,116.147,0.751,236.285,54.25,205.233,0.837,2.224,110.376,0.836,47.931,53.998,9.651,9.371,57.526,71.099,73.472,1
40,161.206,1.098,3.5,148.601,0.613,168.051,47.592,206.938,0.596,2.634,111.668,0.602,47.009,54.645,7.275,8.692,68.339,69.022,69.581,1
17,161.394,1.098,2.747,129.973,0.562,225.323,42.811,239.442,0.803,1.808,125.975,0.75,49.466,55.187,8.58,8.547,57.506,51.983,64.318,1
28,161.47,1.088,2.501,99.384,0.623,228.532,49.539,231.939,0.908,1.232,120.078,0.45,53.999,51.756,9.259,8.922,61.253,74.887,64.513,0
9,161.51,1.095,1.997,115.969,0.711,224.402,39.655,206.03,1.02,2.858,77.462,0.737,49.811,60.134,8.38,8.631,47.299,45.875,77.815,0
5,161.536,0.85,3.303,127.021,0.372,230.898,55.714,258.109,0.844,2.221,118.338,0.498,49.422,53.961,8.867,8.895,56.245,61.652,76.2,1
19,161.565,1.088,2.673,107.327,1.064,247.596,48.208,206.901,1.042,2.876,80.381,0.561,50.34,59.526,9.341,8.411,47.493,62.902,68.602,0
6,161.659,1.071,2.611,134.385,1.165,206.424,56.623,206.363,1.398,2.702,94.564,0.677,47.751,54.533,9.164,8.243,60.214,51.17,81.493,1
19,161.706,0.928,2.342,125.084,0.851,251.757,66.182,191.235,1.084,2.724,90.999,0.817,49.418,56.109,9.725,8.371,49.022,53.314,86.989,1
19,161.813,1.101,2.671,129.856,0.537,237.419,41.77,224.742,0.516,1.791,137.286,0.57,49.905,49.55,8.854,9.361,58.713,69.693,64.318,0
16,161.883,1.039,2.793,125.508,1.173,227.481,54.2,205.529,0.949,2.49,112.704,0.591,48.275,52.109,8.27,8.228,46.579,64.823,58.439,0
14,161.897,0.869,2.554,161.302,0.922,198.473,60.466,179.53,0.923,2.342,105.501,0.659,44.516,49.607,8.707,9.005,65.368,58.168,75.142,0
6,161.951,0.998,2.144,138.18,0.654,206.197,53.482,230.522,1.016,1.32,131.19,0.762,47.492,50.69,9.125,8.505,73.071,72.058,59.278,0
17,161.982,1.188,2.137,112.341,0.687,219.358,40.27,208.656,1.037,1.989,109.483,0.49,50.717,55.587,8.22,8.896,46.758,61.519,79.055,0
23,162.028,1.455,2.677,100.034,1.011,292.207,52.976,218.765,1.31,2.914,128.859,0.97,53.649,53.454,9.682,8.942,58.188,70.517,58.416,0
26,162.073,1.142,3.395,107.297,1.057,248.592,44.716,199.957,0.862,2.572,101.956,0.669,55.069,54.694,8.813,8.946,62.938,48.425,62.564,0
6,162.19,0.981,3.217,128.431,0.492,226.37,56.635,252.846,1.039,2.112,108.68,0.438,49.752,60.555,8.612,8.341,52.792,54.284,76.399,0
13,162.22,1.008,2.202,115.157,0.819,232.495,53.336,193.966,0.753,2.719,112.407,0.937,49.015,50.216,9.521,9.472,58.634,69.414,75.542,0
31,162.238,1.061,2.768,135.8,1.235,225.581,59.163,211.474,0.706,2.181,115.927,0.621,47.49,52.905,9.746,9.038,64.346,72.944,82.598,0
0,162.256,1.032,2.777,109.641,1.051,257.583,49.48,220.777,0.954,1.808,108.205,0.729,50.417,55.685,9.581,8.472,47.355,64.261,72.426,1
9,162.43,1.279,1.954,160.025,0.47,196.434,40.274,196.492,1.529,2.033,89.707,0.671,43.947,56.006,8.982,8.256,64.755,46.269,75.45,0
19,162.459,1.407,2.457,106.995,0.97,287.789,52.96,230.422,0.996,2.661,115.278,0.883,52.539,53.494,9.693,9.173,56.143,81.295,61.886,0
14,162.545,1.316,2.984,114.136,1.211,224.232,53.667,197.216,0.883,2.132,131.146,0.994,50.32,50.156,7.804,8.577,45.669,63.664,53.769,0
16,162.554,1.099,2.449,115.476,0.795,237.635,61.844,196.508,1.148,2.525,85.606,0.892,51.954,57.493,9.233,7.913,40.933,50.854,86.096,0
14,162.585,1.011,2.744,130.362,0.508,217.504,43.477,200.995,0.905,2.135,117.876,0.468,48.274,50.523,8.644,8.32,54.107,69.398,75.178,0
10,162.622,0.954,2.186,115.521,0.651,232.102,41.926,218.584,1.238,1.959,91.742,0.44,49.846,59.002,8.697,9.201,47.693,51.995,76.216,0
6,162.695,1.029,2.075,120.801,0.703,234.387,44.777,200.466,1.149,1.822,158.569,0.55,49.177,47.036,8.836,9.17,49.069,69.435,71.104,1
10,162.735,0.949,2.491,138.113,0.899,208.063,53.381,214.241,1.304,2.321,140.264,0.578,46.783,53.204,8.778,8.437,67.258,68.621,63.849,1
20,162.736,0.955,2.677,154.095,0.962,200.006,61.912,191.566,1.618,2.694,100.78,1.047,45.565,54.781,8.606,8.141,64.042,55.66,76.077,1
25,162.767,0.516,4.273,123.214,0.564,240.971,41.303,234.16,0.827,2.276,109.893,0.275,51.607,57.071,8.597,8.023,54.76,63.092,74.548,0
13,162.823,1.004,2.532,130.991,0.536,208.066,44.032,211.028,1.169,2.354,100.595,0.471,47.572,56.668,8.442,8.625,57.04,68.712,76.052,0
14,162.849,0.995,2.645,140.855,0.827,207.138,52.006,190.964,0.786,2.628,118.726,0.923,46.139,51.066,8.748,9.264,66.86,74.822,64.731,1
36,162.849,0.841,2.576,168.966,0.951,186.701,58.147,196.678,0.73,2.015,141.071,0.877,43.991,48.069,8.528,9.131,66.356,63.793,71.578,0
26,162.876,1.066,2.586,140.477,1.053,202.957,55.334,194.151,0.706,2.603,95.922,0.736,48.073,58.402,8.795,8.914,56.909,69.182,80.174,0
24,163.05,1.105,3.04,96.166,0.794,248.766,63.062,219.25,1.432,2.013,150.257,0.715,50.495,53.739,8.843,8.472,54.449,68.421,73.258,1
20,163.112,0.935,2.521,104.043,0.568,198.586,56.634,191.567,1.41,1.994,123.649,0.539,51.039,48.727,8.34,8.355,61.196,70.471,76.818,0
14,163.141,0.847,3.276,112.839,0.675,196.061,52.488,198.008,0.986,1.703,145.503,0.657,50.994,46.766,8.463,8.811,60.905,61.02,61.705,0
19,163.149,1.204,2.576,138.223,0.694,238.877,48.476,230.438,1.188,2.029,137.691,0.695,49.558,52.686,8.998,9.3,51.167,65.001,62.941,0
38,163.27,1.055,2.273,116.497,0.963,227.74,51.27,201.957,0.961,2.735,106.628,0.853,49.123,55.179,9.378,8.902,58.554,59.261,78.478,1
20,163.286,1.003,3.632,116.129,0.745,209.307,58.594,235.846,1.096,2.197,107.894,0.83,49.416,55.524,7.913,9.067,62.885,73.873,44.226,0
6,163.303,0.646,4.257,125.593,0.592,243.629,42.544,184.188,0.829,2.314,134.584,0.577,51.151,51.633,8.657,8.324,58.128,53.521,70.88,1
10,163.311,1.024,2.593,132.713,0.632,206.544,40.921,194.481,0.893,2.034,137.909,0.48,46.815,47.568,8.583,8.541,59.295,53.856,75.282,0
24,163.313,0.97,2.375,167.456,0.846,194.197,61.488,177.315,1.018,2.378,104.68,0.718,43.97,49.491,8.628,8.717,63.061,52.309,73.316,1
24,163.354,1.239,3.177,145.354,0.597,234.521,56.22,247.932,0.838,2.857,117.156,0.392,49.081,56.297,8.841,9.203,47.239,70.527,83.64,1
22,163.432,1.458,3.595,104.833,1.124,238.76,54.947,258.442,1.218,2.001,73.652,1.006,52.833,61.355,7.837,8.877,36.562,50.343,56.06,1
23,163.447,1.048,2.889,106.96,0.784,231.367,54.984,212.63,0.969,2.034,111.122,0.533,54.372,52.989,8.858,9.228,52.756,87.075,55.218,0
10,163.525,0.871,2.711,109.863,0.661,259.412,47.818,220.427,0.381,1.965,136.082,0.376,53.77,50.771,9.108,9.359,56.684,72.798,70.258,0
21,163.53,0.974,3.576,110.258,1.104,252.244,45.362,194.304,1.107,2.787,105.973,0.622,54.574,56.794,8.949,7.942,56.753,57.908,65.342,0
10,163.565,1.041,2.745,113.599,0.893,248.377,63.849,217.857,1.165,1.968,91.68,0.757,52.381,59.447,9.523,8.808,47.441,67.261,82.194,1
16,163.597,1.039,2.27,127.803,0.939,241.04,59.361,189.089,0.909,2.112,139.821,0.766,49.089,47.708,9.651,8.808,52.936,62.859,83.94,0
14,163.609,0.872,2.786,175.003,0.678,191.588,57.28,213.361,0.877,1.855,122.633,0.799,44.414,50.24,8.961,8.901,61.422,67.464,69.628,1
20,163.627,1.511,1.808,102.875,0.479,212.434,47.186,216.674,0.865,1.597,110.512,0.662,54.039,53.75,7.966,8.437,38.211,63.18,76.008,0
17,163.642,1.003,2.57,104.828,0.68,211.65,56.893,217.707,0.805,1.731,118.608,0.802,51.248,50.388,8.354,8.941,60.912,63.341,70.807,1
27,163.675,1.17,2.114,112.083,0.667,218.72,41.665,214.484,0.749,1.845,125.588,0.672,50.845,53.525,8.332,8.527,48.726,61.595,82.038,1
13,163.698,0.83,3.392,128.826,0.319,232.605,53.826,240.958,0.663,2.063,102.711,0.433,49.646,54.15,8.887,9.717,55.573,74.117,73.362,1
19,163.704,1.165,2.569,97.723,0.679,232.003,51.257,191.284,0.661,2.518,92.422,0.872,54.016,57.701,9.216,9.159,63.264,70.389,63.72,1
7,163.713,0.926,2.842,98.09,0.715,228.112,43.789,197.902,1.186,2.852,92.884,0.685,50.599,57.029,8.495,8.272,58.729,55.208,66.136,1
13,163.716,0.948,2.707,176.825,0.71,192.934,59.172,167.556,0.929,1.885,146.514,0.52,44.649,47.6,8.929,9.195,62.686,56.618,66.65,0
6,163.872,1.039,2.676,103.893,0.792,216.114,54.133,224.209,0.752,2.303,91.73,0.634,51.768,56.853,8.461,8.455,62.848,54.652,72.345,0
24,164.007,0.991,2.524,137.205,0.965,202.914,54.857,210.177,0.89,2.023,110.757,0.76,47.963,52.172,8.954,8.574,58.723,70.759,80.699,0
17,164.013,1.191,3.356,109.77,0.977,243.167,45.782,202.876,0.784,3.008,101.125,0.455,54.869,55.364,8.837,9.074,62.756,59.489,64.103,1
38,164.043,1.247,2.875,106.748,0.868,222.86,61.116,224.309,1.187,2.38,110.412,0.861,51.405,57.34,8.249,9.249,52.053,58.063,69.99,1
3,164.051,1.109,2.777,118.922,0.762,219.155,44.888,247.561,0.671,1.825,119.619,0.64,51.059,54.783,8.629,8.285,55.029,64.558,74.374,1
27,164.117,0.907,3.446,109.673,0.748,203.122,53.406,173.817,1.026,2.016,155.998,0.768,52.117,46.874,8.451,7.562,59.277,61.727,56.944,0
9,164.16,0.678,3.387,117.478,0.578,225.009,49.928,206.865,0.547,1.705,126.135,0.547,53.821,51.116,8.139,8.463,45.971,63.181,84.842,0
38,164.248,1.079,1.782,154.71,0.478,194.212,48.203,196.443,1.096,1.67,142.498,0.444,44.675,48.716,8.947,8.658,65.648,64.929,80.347,1
16,164.432,1.063,3.008,115.079,0.836,284.136,59.027,237.29,0.552,1.636,137.763,1.015,52.881,50.003,8.793,9.069,40.956,75.213,70.752,0
10,164.539,0.981,3.23,150.803,0.598,152.254,46.505,263.329,0.604,2.044,139.717,0.511,45.088,53.457,7.239,8.036,67.411,74.481,72.921,1
41,164.572,1.023,2.707,130.714,0.448,217.302,41.43,225.958,0.952,1.666,139.536,0.627,48.793,51.355,8.524,8.577,55.712,71.114,69.575,0
21,164.787,1.104,2.157,133.877,0.773,200.504,51.081,206.313,1.376,2.338,106.353,0.72,49.339,55.58,8.936,8.675,66.397,77.899,59.691,1
6,164.794,1.332,2.953,105.355,1.092,244.497,47.606,216.488,0.957,2.369,125.46,1.206,52.297,52.046,9.043,8.803,49.751,69.008,60.966,0
21,164.804,0.868,2.725,99.949,0.825,235.875,45.628,189.412,0.797,3.242,107.111,1.132,50.228,52.965,8.942,9.111,66.332,61.258,73.884,0
13,164.866,1.296,3.448,104.883,0.988,244.537,51.464,223.425,0.826,2.592,117.06,0.797,55.829,53.337,8.651,9.667,60.232,61.864,65.509,0
24,164.867,0.955,2.49,140.124,0.866,202.441,54.716,170.502,1.14,2.204,110.87,0.772,46.745,50.182,8.668,8.676,64.652,53.219,63.318,0
30,165.009,0.662,3.389,118.182,0.57,225.13,48.708,214.112,0.67,2.322,138.639,0.676,52.85,51.133,8.1,7.631,43.794,64.293,87.206,0
16,165.095,1.132,2.61,115.629,0.825,240.774,63.391,226.125,0.784,1.749,140.734,0.519,52.072,49.826,9.431,8.602,46.522,68.407,81.708,0
13,165.174,1.004,1.916,137.186,0.893,211.015,53.394,223.32,1.118,2.434,98.112,0.452,46.544,56.47,8.914,8.502,53.829,50.817,74.936,0
