,team,opponent,date
14557,MIA,NWE,1991-10-06
6544,DAL,GNB,1991-10-06
19074,NYJ,BAL,1991-10-06
4740,CIN,SEA,1991-10-06
12037,LVR,LAC,1991-10-06
19623,PHI,TAM,1991-10-06
20912,PIT,IND,1991-10-06
8686,GNB,DAL,1991-10-06
23823,TEN,DEN,1991-10-06
25107,WAS,CHI,1991-10-06
6872,DEN,TEN,1991-10-06
12766,LAC,LVR,1991-10-06
11595,KAN,BUF,1991-10-07
2990,BUF,KAN,1991-10-07
14232,LAR,LAC,1991-10-13
21491,SFO,ATL,1991-10-13
23824,TEN,NYJ,1991-10-13
12767,LAC,LAR,1991-10-13
12038,LVR,SEA,1991-10-13
25108,WAS,BAL,1991-10-13
1769,BAL,WAS,1991-10-13
19075,NYJ,TEN,1991-10-13
19624,PHI,NOR,1991-10-13
17166,NOR,PHI,1991-10-13
6545,DAL,CIN,1991-10-13
22522,SEA,LVR,1991-10-13
11596,KAN,MIA,1991-10-13
793,ARI,MIN,1991-10-13
2991,BUF,IND,1991-10-13
15722,MIN,ARI,1991-10-13
4741,CIN,DAL,1991-10-13
10111,IND,BUF,1991-10-13
1468,ATL,SFO,1991-10-13
14558,MIA,KAN,1991-10-13
20913,PIT,NYG,1991-10-14
18108,NYG,PIT,1991-10-14
8687,GNB,CHI,1991-10-17
4428,CHI,GNB,1991-10-17
10112,IND,NYJ,1991-10-20
14559,MIA,TEN,1991-10-20
17167,NOR,TAM,1991-10-20
12768,LAC,BAL,1991-10-20
8343,DET,SFO,1991-10-20
12039,LVR,LAR,1991-10-20
20914,PIT,SEA,1991-10-20
16541,NWE,MIN,1991-10-20
22523,SEA,PIT,1991-10-20
22996,TAM,NOR,1991-10-20
21492,SFO,DET,1991-10-20
23825,TEN,MIA,1991-10-20
14233,LAR,LVR,1991-10-20
19076,NYJ,IND,1991-10-20
15723,MIN,NWE,1991-10-20
1770,BAL,LAC,1991-10-20
11597,KAN,DEN,1991-10-20
794,ARI,ATL,1991-10-20
1469,ATL,ARI,1991-10-20
6873,DEN,KAN,1991-10-20
4742,CIN,BUF,1991-10-21
2992,BUF,CIN,1991-10-21
8688,GNB,TAM,1991-10-27
795,ARI,MIN,1991-10-27
6546,DAL,DET,1991-10-27
20915,PIT,BAL,1991-10-27
25109,WAS,NYG,1991-10-27
16542,NWE,DEN,1991-10-27
18109,NYG,WAS,1991-10-27
17168,NOR,CHI,1991-10-27
23826,TEN,CIN,1991-10-27
1470,ATL,LAR,1991-10-27
22997,TAM,GNB,1991-10-27
21493,SFO,PHI,1991-10-27
4429,CHI,NOR,1991-10-27
12769,LAC,SEA,1991-10-27
4743,CIN,TEN,1991-10-27
1771,BAL,PIT,1991-10-27
6874,DEN,NWE,1991-10-27
8344,DET,DAL,1991-10-27
14234,LAR,ATL,1991-10-27
22524,SEA,LAC,1991-10-27
19625,PHI,SFO,1991-10-27
15724,MIN,ARI,1991-10-27
11598,KAN,LVR,1991-10-28
12040,LVR,KAN,1991-10-28
21494,SFO,ATL,1991-11-03
15725,MIN,TAM,1991-11-03
4430,CHI,DET,1991-11-03
16543,NWE,BUF,1991-11-03
2993,BUF,NWE,1991-11-03
1772,BAL,CIN,1991-11-03
19077,NYJ,GNB,1991-11-03
6547,DAL,ARI,1991-11-03
796,ARI,DAL,1991-11-03
14235,LAR,NOR,1991-11-03
23827,TEN,WAS,1991-11-03
8345,DET,CHI,1991-11-03
20916,PIT,DEN,1991-11-03
14560,MIA,IND,1991-11-03
10113,IND,MIA,1991-11-03
25110,WAS,TEN,1991-11-03
4744,CIN,BAL,1991-11-03
8689,GNB,NYJ,1991-11-03
6875,DEN,PIT,1991-11-03
17169,NOR,LAR,1991-11-03
22998,TAM,MIN,1991-11-03
1471,ATL,SFO,1991-11-03
18110,NYG,PHI,1991-11-04
19626,PHI,NYG,1991-11-04
22525,SEA,LAC,1991-11-10
19627,PHI,BAL,1991-11-10
12041,LVR,DEN,1991-11-10
18111,NYG,ARI,1991-11-10
22999,TAM,DET,1991-11-10
1472,ATL,WAS,1991-11-10
10114,IND,NYJ,1991-11-10
6548,DAL,TEN,1991-11-10
12770,LAC,SEA,1991-11-10
8690,GNB,BUF,1991-11-10
4745,CIN,PIT,1991-11-10
14561,MIA,NWE,1991-11-10
16544,NWE,MIA,1991-11-10
2994,BUF,GNB,1991-11-10
1773,BAL,PHI,1991-11-10
21495,SFO,NOR,1991-11-10
20917,PIT,CIN,1991-11-10
14236,LAR,KAN,1991-11-10
23828,TEN,DAL,1991-11-10
6876,DEN,LVR,1991-11-10
19078,NYJ,IND,1991-11-10
25111,WAS,ATL,1991-11-10
8346,DET,TAM,1991-11-10
797,ARI,NYG,1991-11-10
11599,KAN,LAR,1991-11-10
17170,NOR,SFO,1991-11-10
15726,MIN,CHI,1991-11-11
4431,CHI,MIN,1991-11-11
4746,CIN,PHI,1991-11-17
15727,MIN,GNB,1991-11-17
21496,SFO,ARI,1991-11-17
25112,WAS,PIT,1991-11-17
1473,ATL,TAM,1991-11-17
8347,DET,LAR,1991-11-17
23000,TAM,ATL,1991-11-17
1774,BAL,TEN,1991-11-17
10115,IND,CHI,1991-11-17
22526,SEA,LVR,1991-11-17
6877,DEN,KAN,1991-11-17
23829,TEN,BAL,1991-11-17
798,ARI,SFO,1991-11-17
17171,NOR,LAC,1991-11-17
11600,KAN,DEN,1991-11-17
14237,LAR,DET,1991-11-17
19628,PHI,CIN,1991-11-17
4432,CHI,IND,1991-11-17
20918,PIT,WAS,1991-11-17
6549,DAL,NYG,1991-11-17
19079,NYJ,NWE,1991-11-17
12771,LAC,NOR,1991-11-17
12042,LVR,SEA,1991-11-17
8691,GNB,MIN,1991-11-17
18112,NYG,DAL,1991-11-17
16545,NWE,NYJ,1991-11-17
14562,MIA,BUF,1991-11-18
2995,BUF,MIA,1991-11-18
23001,TAM,NYG,1991-11-24
4433,CHI,MIA,1991-11-24
19080,NYJ,LAC,1991-11-24
8692,GNB,IND,1991-11-24
11601,KAN,BAL,1991-11-24
23830,TEN,PIT,1991-11-24
16546,NWE,BUF,1991-11-24
12772,LAC,NYJ,1991-11-24
6550,DAL,WAS,1991-11-24
10116,IND,GNB,1991-11-24
2996,BUF,NWE,1991-11-24
6878,DEN,SEA,1991-11-24
18113,NYG,TAM,1991-11-24
20919,PIT,TEN,1991-11-24
17172,NOR,ATL,1991-11-24
799,ARI,PHI,1991-11-24
4747,CIN,LVR,1991-11-24
14563,MIA,CHI,1991-11-24
15728,MIN,DET,1991-11-24
19629,PHI,ARI,1991-11-24
22527,SEA,DEN,1991-11-24
1775,BAL,KAN,1991-11-24
8348,DET,MIN,1991-11-24
12043,LVR,CIN,1991-11-24
25113,WAS,DAL,1991-11-24
1474,ATL,NOR,1991-11-24
21497,SFO,LAR,1991-11-25
14238,LAR,SFO,1991-11-25
8349,DET,CHI,1991-11-28
4434,CHI,DET,1991-11-28
20920,PIT,DAL,1991-11-28
6551,DAL,PIT,1991-11-28
12773,LAC,LVR,1991-12-01
23002,TAM,MIA,1991-12-01
6879,DEN,NWE,1991-12-01
8693,GNB,ATL,1991-12-01
18114,NYG,CIN,1991-12-01
1475,ATL,GNB,1991-12-01
14564,MIA,TAM,1991-12-01
16547,NWE,DEN,1991-12-01
19081,NYJ,BUF,1991-12-01
4748,CIN,NYG,1991-12-01
2997,BUF,NYJ,1991-12-01
1776,BAL,IND,1991-12-01
22528,SEA,KAN,1991-12-01
10117,IND,BAL,1991-12-01
14239,LAR,WAS,1991-12-01
21498,SFO,NOR,1991-12-01
25114,WAS,LAR,1991-12-01
11602,KAN,SEA,1991-12-01
17173,NOR,SFO,1991-12-01
12044,LVR,LAC,1991-12-01
23831,TEN,PHI,1991-12-02
19630,PHI,TEN,1991-12-02
10118,IND,NWE,1991-12-08
23003,TAM,MIN,1991-12-08
25115,WAS,ARI,1991-12-08
6552,DAL,NOR,1991-12-08
18115,NYG,PHI,1991-12-08
19631,PHI,NYG,1991-12-08
22529,SEA,SFO,1991-12-08
12045,LVR,BUF,1991-12-08
19082,NYJ,DET,1991-12-08
21499,SFO,SEA,1991-12-08
1777,BAL,DEN,1991-12-08
8350,DET,NYJ,1991-12-08
20921,PIT,TEN,1991-12-08
15729,MIN,TAM,1991-12-08
800,ARI,WAS,1991-12-08
1476,ATL,LAR,1991-12-08
17174,NOR,DAL,1991-12-08
6880,DEN,BAL,1991-12-08
23832,TEN,PIT,1991-12-08
8694,GNB,CHI,1991-12-08
11603,KAN,LAC,1991-12-08
4435,CHI,GNB,1991-12-08
14240,LAR,ATL,1991-12-08
2998,BUF,LVR,1991-12-08
16548,NWE,IND,1991-12-08
12774,LAC,KAN,1991-12-08
4749,CIN,MIA,1991-12-09
14565,MIA,CIN,1991-12-09
21500,SFO,KAN,1991-12-14
11604,KAN,SFO,1991-12-14
4436,CHI,TAM,1991-12-14
23004,TAM,CHI,1991-12-14
801,ARI,DEN,1991-12-15
2999,BUF,IND,1991-12-15
6553,DAL,PHI,1991-12-15
23833,TEN,BAL,1991-12-15
6881,DEN,ARI,1991-12-15
8695,GNB,DET,1991-12-15
18116,NYG,WAS,1991-12-15
22530,SEA,ATL,1991-12-15
8351,DET,GNB,1991-12-15
1477,ATL,SEA,1991-12-15
25116,WAS,NYG,1991-12-15
14241,LAR,MIN,1991-12-15
15730,MIN,LAR,1991-12-15
1778,BAL,TEN,1991-12-15
12775,LAC,MIA,1991-12-15
19632,PHI,DAL,1991-12-15
14566,MIA,LAC,1991-12-15
19083,NYJ,NWE,1991-12-15
4750,CIN,PIT,1991-12-15
10119,IND,BUF,1991-12-15
20922,PIT,CIN,1991-12-15
16549,NWE,NYJ,1991-12-15
17175,NOR,LVR,1991-12-16
12046,LVR,NOR,1991-12-16
23834,TEN,NYG,1991-12-21
18117,NYG,TEN,1991-12-21
8696,GNB,MIN,1991-12-21
15731,MIN,GNB,1991-12-21
12047,LVR,KAN,1991-12-22
22531,SEA,LAR,1991-12-22
11605,KAN,LVR,1991-12-22
802,ARI,NOR,1991-12-22
19084,NYJ,MIA,1991-12-22
19633,PHI,WAS,1991-12-22
12776,LAC,DEN,1991-12-22
4751,CIN,NWE,1991-12-22
20923,PIT,BAL,1991-12-22
25117,WAS,PHI,1991-12-22
16550,NWE,CIN,1991-12-22
6554,DAL,ATL,1991-12-22
14242,LAR,SEA,1991-12-22
17176,NOR,ARI,1991-12-22
23005,TAM,IND,1991-12-22
3000,BUF,DET,1991-12-22
10120,IND,TAM,1991-12-22
14567,MIA,NYJ,1991-12-22
1779,BAL,PIT,1991-12-22
6882,DEN,LAC,1991-12-22
1478,ATL,DAL,1991-12-22
8352,DET,BUF,1991-12-22
4437,CHI,SFO,1991-12-23
21501,SFO,CHI,1991-12-23
15932,MIN,GNB,1992-09-06
7380,DEN,LVR,1992-09-06
19526,PHI,NOR,1992-09-06
22265,SEA,CIN,1992-09-06
20310,PIT,TEN,1992-09-06
8178,DET,CHI,1992-09-06
18926,NYJ,ATL,1992-09-06
11210,KAN,LAC,1992-09-06
10089,IND,BAL,1992-09-06
4688,CIN,SEA,1992-09-06
12605,LAC,KAN,1992-09-06
22830,TAM,ARI,1992-09-06
686,ARI,TAM,1992-09-06
1826,BAL,IND,1992-09-06
13955,LAR,BUF,1992-09-06
18244,NYG,SFO,1992-09-06
21328,SFO,NYG,1992-09-06
12428,LVR,DEN,1992-09-06
4672,CHI,DET,1992-09-06
2631,BUF,LAR,1992-09-06
17051,NOR,PHI,1992-09-06
8555,GNB,MIN,1992-09-06
23923,TEN,PIT,1992-09-06
1495,ATL,NYJ,1992-09-06
6064,DAL,WAS,1992-09-07
25039,WAS,DAL,1992-09-07
4689,CIN,LVR,1992-09-13
4673,CHI,NOR,1992-09-13
18245,NYG,DAL,1992-09-13
19527,PHI,ARI,1992-09-13
687,ARI,PHI,1992-09-13
23924,TEN,IND,1992-09-13
10090,IND,TEN,1992-09-13
7381,DEN,LAC,1992-09-13
20311,PIT,NYJ,1992-09-13
11211,KAN,SEA,1992-09-13
12606,LAC,DEN,1992-09-13
16427,NWE,LAR,1992-09-13
8556,GNB,TAM,1992-09-13
1496,ATL,WAS,1992-09-13
12429,LVR,CIN,1992-09-13
21329,SFO,BUF,1992-09-13
15933,MIN,DET,1992-09-13
25040,WAS,ATL,1992-09-13
2632,BUF,SFO,1992-09-13
8179,DET,MIN,1992-09-13
22266,SEA,KAN,1992-09-13
17052,NOR,CHI,1992-09-13
6065,DAL,NYG,1992-09-13
13956,LAR,NWE,1992-09-13
22831,TAM,GNB,1992-09-13
18927,NYJ,PIT,1992-09-13
1827,BAL,MIA,1992-09-14
14907,MIA,BAL,1992-09-14
22832,TAM,MIN,1992-09-20
20312,PIT,LAC,1992-09-20
4690,CIN,GNB,1992-09-20
23925,TEN,KAN,1992-09-20
25041,WAS,DET,1992-09-20
1497,ATL,NOR,1992-09-20
18928,NYJ,SFO,1992-09-20
13957,LAR,MIA,1992-09-20
15934,MIN,TAM,1992-09-20
21330,SFO,NYJ,1992-09-20
11212,KAN,TEN,1992-09-20
12430,LVR,BAL,1992-09-20
14908,MIA,LAR,1992-09-20
2633,BUF,IND,1992-09-20
10091,IND,BUF,1992-09-20
12607,LAC,PIT,1992-09-20
6066,DAL,ARI,1992-09-20
22267,SEA,NWE,1992-09-20
688,ARI,DAL,1992-09-20
8557,GNB,CIN,1992-09-20
16428,NWE,SEA,1992-09-20
8180,DET,WAS,1992-09-20
19528,PHI,DEN,1992-09-20
17053,NOR,ATL,1992-09-20
7382,DEN,PHI,1992-09-20
1828,BAL,LVR,1992-09-20
18246,NYG,CHI,1992-09-21
4674,CHI,NYG,1992-09-21
4691,CIN,MIN,1992-09-27
18929,NYJ,LAR,1992-09-27
15935,MIN,CIN,1992-09-27
4675,CHI,ATL,1992-09-27
22833,TAM,DET,1992-09-27
23926,TEN,LAC,1992-09-27
16429,NWE,BUF,1992-09-27
20313,PIT,GNB,1992-09-27
22268,SEA,MIA,1992-09-27
12608,LAC,TEN,1992-09-27
8181,DET,TAM,1992-09-27
1829,BAL,DEN,1992-09-27
17054,NOR,SFO,1992-09-27
7383,DEN,BAL,1992-09-27
2634,BUF,NWE,1992-09-27
14909,MIA,SEA,1992-09-27
8558,GNB,PIT,1992-09-27
1498,ATL,CHI,1992-09-27
13958,LAR,NYJ,1992-09-27
21331,SFO,NOR,1992-09-27
12431,LVR,KAN,1992-09-28
11213,KAN,LVR,1992-09-28
12609,LAC,SEA,1992-10-04
8559,GNB,ATL,1992-10-04
16430,NWE,NYJ,1992-10-04
22834,TAM,IND,1992-10-04
1499,ATL,GNB,1992-10-04
689,ARI,WAS,1992-10-04
22269,SEA,LAC,1992-10-04
8182,DET,NOR,1992-10-04
17055,NOR,DET,1992-10-04
18247,NYG,LVR,1992-10-04
2635,BUF,MIA,1992-10-04
7384,DEN,KAN,1992-10-04
25042,WAS,ARI,1992-10-04
11214,KAN,DEN,1992-10-04
14910,MIA,BUF,1992-10-04
13959,LAR,SFO,1992-10-04
15936,MIN,CHI,1992-10-04
12432,LVR,NYG,1992-10-04
4676,CHI,MIN,1992-10-04
10092,IND,TAM,1992-10-04
18930,NYJ,NWE,1992-10-04
21332,SFO,LAR,1992-10-04
6067,DAL,PHI,1992-10-05
19529,PHI,DAL,1992-10-05
14911,MIA,ATL,1992-10-11
11215,KAN,PHI,1992-10-11
2636,BUF,LVR,1992-10-11
20314,PIT,BAL,1992-10-11
19530,PHI,KAN,1992-10-11
18931,NYJ,IND,1992-10-11
13960,LAR,NOR,1992-10-11
21333,SFO,NWE,1992-10-11
4692,CIN,TEN,1992-10-11
6068,DAL,SEA,1992-10-11
12433,LVR,BUF,1992-10-11
1500,ATL,MIA,1992-10-11
10093,IND,NYJ,1992-10-11
17056,NOR,LAR,1992-10-11
690,ARI,NYG,1992-10-11
16431,NWE,SFO,1992-10-11
23927,TEN,CIN,1992-10-11
22270,SEA,DAL,1992-10-11
1830,BAL,PIT,1992-10-11
18248,NYG,ARI,1992-10-11
25043,WAS,DEN,1992-10-12
7385,DEN,WAS,1992-10-12
15937,MIN,DET,1992-10-15
8183,DET,MIN,1992-10-15
22271,SEA,LVR,1992-10-18
17057,NOR,ARI,1992-10-18
1831,BAL,GNB,1992-10-18
11216,KAN,DAL,1992-10-18
25044,WAS,PHI,1992-10-18
14912,MIA,NWE,1992-10-18
21334,SFO,ATL,1992-10-18
12434,LVR,SEA,1992-10-18
1501,ATL,SFO,1992-10-18
22835,TAM,CHI,1992-10-18
10094,IND,LAC,1992-10-18
12610,LAC,IND,1992-10-18
8560,GNB,BAL,1992-10-18
7386,DEN,TEN,1992-10-18
691,ARI,NOR,1992-10-18
16432,NWE,MIA,1992-10-18
18249,NYG,LAR,1992-10-18
23928,TEN,DEN,1992-10-18
6069,DAL,KAN,1992-10-18
19531,PHI,WAS,1992-10-18
13961,LAR,NYG,1992-10-18
4677,CHI,TAM,1992-10-18
4693,CIN,PIT,1992-10-19
20315,PIT,CIN,1992-10-19
18250,NYG,SEA,1992-10-25
19532,PHI,ARI,1992-10-25
20316,PIT,KAN,1992-10-25
12435,LVR,DAL,1992-10-25
4694,CIN,TEN,1992-10-25
25045,WAS,MIN,1992-10-25
16433,NWE,BAL,1992-10-25
8184,DET,TAM,1992-10-25
22272,SEA,NYG,1992-10-25
12611,LAC,DEN,1992-10-25
4678,CHI,GNB,1992-10-25
1832,BAL,NWE,1992-10-25
8561,GNB,CHI,1992-10-25
23929,TEN,CIN,1992-10-25
14913,MIA,IND,1992-10-25
22836,TAM,DET,1992-10-25
10095,IND,MIA,1992-10-25
7387,DEN,LAC,1992-10-25
6070,DAL,LVR,1992-10-25
692,ARI,PHI,1992-10-25
11217,KAN,PIT,1992-10-25
15938,MIN,WAS,1992-10-25
18932,NYJ,BUF,1992-10-26
2637,BUF,NYJ,1992-10-26
693,ARI,SFO,1992-11-01
14914,MIA,NYJ,1992-11-01
6071,DAL,PHI,1992-11-01
4695,CIN,BAL,1992-11-01
8185,DET,GNB,1992-11-01
18251,NYG,WAS,1992-11-01
20317,PIT,TEN,1992-11-01
1833,BAL,CIN,1992-11-01
8562,GNB,DET,1992-11-01
12612,LAC,IND,1992-11-01
25046,WAS,NYG,1992-11-01
1502,ATL,LAR,1992-11-01
19533,PHI,DAL,1992-11-01
21335,SFO,ARI,1992-11-01
22837,TAM,NOR,1992-11-01
18933,NYJ,MIA,1992-11-01
17058,NOR,TAM,1992-11-01
16434,NWE,BUF,1992-11-01
23930,TEN,PIT,1992-11-01
13962,LAR,ATL,1992-11-01
10096,IND,LAC,1992-11-01
2638,BUF,NWE,1992-11-01
4679,CHI,MIN,1992-11-02
15939,MIN,CHI,1992-11-02
12436,LVR,PHI,1992-11-08
25047,WAS,SEA,1992-11-08
22273,SEA,WAS,1992-11-08
16435,NWE,NOR,1992-11-08
694,ARI,LAR,1992-11-08
20318,PIT,BUF,1992-11-08
12613,LAC,KAN,1992-11-08
22838,TAM,MIN,1992-11-08
8563,GNB,NYG,1992-11-08
4696,CIN,CHI,1992-11-08
10097,IND,MIA,1992-11-08
23931,TEN,BAL,1992-11-08
1834,BAL,TEN,1992-11-08
18934,NYJ,DEN,1992-11-08
8186,DET,DAL,1992-11-08
7388,DEN,NYJ,1992-11-08
18252,NYG,GNB,1992-11-08
4680,CHI,CIN,1992-11-08
6072,DAL,DET,1992-11-08
13963,LAR,ARI,1992-11-08
2639,BUF,PIT,1992-11-08
14915,MIA,IND,1992-11-08
15940,MIN,TAM,1992-11-08
11218,KAN,LAC,1992-11-08
17059,NOR,NWE,1992-11-08
19534,PHI,LVR,1992-11-08
1503,ATL,SFO,1992-11-09
21336,SFO,ATL,1992-11-09
17060,NOR,SFO,1992-11-15
15941,MIN,TEN,1992-11-15
1504,ATL,ARI,1992-11-15
10098,IND,NWE,1992-11-15
22274,SEA,LVR,1992-11-15
22839,TAM,CHI,1992-11-15
8187,DET,PIT,1992-11-15
12437,LVR,SEA,1992-11-15
21337,SFO,NOR,1992-11-15
18253,NYG,DEN,1992-11-15
18935,NYJ,CIN,1992-11-15
25048,WAS,KAN,1992-11-15
23932,TEN,MIN,1992-11-15
695,ARI,ATL,1992-11-15
20319,PIT,DET,1992-11-15
13964,LAR,DAL,1992-11-15
11219,KAN,WAS,1992-11-15
8564,GNB,PHI,1992-11-15
19535,PHI,GNB,1992-11-15
6073,DAL,LAR,1992-11-15
16436,NWE,IND,1992-11-15
4697,CIN,NYJ,1992-11-15
4681,CHI,TAM,1992-11-15
1835,BAL,LAC,1992-11-15
7389,DEN,NYG,1992-11-15
12614,LAC,BAL,1992-11-15
14916,MIA,BUF,1992-11-16
2640,BUF,MIA,1992-11-16
12615,LAC,TAM,1992-11-22
4682,CHI,GNB,1992-11-22
22840,TAM,LAC,1992-11-22
8188,DET,CIN,1992-11-22
1505,ATL,BUF,1992-11-22
16437,NWE,NYJ,1992-11-22
22275,SEA,KAN,1992-11-22
11220,KAN,SEA,1992-11-22
2641,BUF,ATL,1992-11-22
21338,SFO,LAR,1992-11-22
18254,NYG,PHI,1992-11-22
7390,DEN,LVR,1992-11-22
13965,LAR,SFO,1992-11-22
4698,CIN,DET,1992-11-22
18936,NYJ,NWE,1992-11-22
23933,TEN,MIA,1992-11-22
6074,DAL,ARI,1992-11-22
20320,PIT,IND,1992-11-22
15942,MIN,BAL,1992-11-22
12438,LVR,DEN,1992-11-22
1836,BAL,MIN,1992-11-22
10099,IND,PIT,1992-11-22
14917,MIA,TEN,1992-11-22
19536,PHI,NYG,1992-11-22
696,ARI,DAL,1992-11-22
8565,GNB,CHI,1992-11-22
25049,WAS,NOR,1992-11-23
17061,NOR,WAS,1992-11-23
8189,DET,TEN,1992-11-26
6075,DAL,NYG,1992-11-26
18255,NYG,DAL,1992-11-26
