,team,year,passing_yds,passing_int,passing_times_sacked,rushing_yds,fmb,time_of_possession,punts_yds,penalty_yds,def_passing_yds,def_passing_int,def_passing_times_sacked,def_rushing_yds,def_fmb,def_time_of_possession,pass_play_percentage,def_pass_play_percentage,drives,def_drives,tds_per_yard,def_tds_per_yard,clutch_conversion_percentage,def_clutch_conversion_percentage,fg_percentage,home_game
0,ARI,1995,-0.17332827137697385,1.7116489347100892,1.099196380658708,-1.3780409258791182,2.4404050527721117,1.6104268811433435,0.29697904928971197,0.5470769294799167,-0.5227016968140898,2.064287391326886,-0.6125047815559246,-0.17313678924665687,3.8711285052717788,-1.0022665759350993,0.55575599226781,-1.0724227097298968,-0.13570616213421846,-0.5679499835231953,-2.3018846794875314,0.7210898207573081,-1.198471392470921,0.9777715880507616,-0.1621741285417066,0.9995043370203543
1,ARI,1996,0.25990952395818523,1.6622606581146178,0.6146429787773934,-1.414222059695117,2.284181686242041,-0.16237072020993176,-0.04540137781587018,0.06612544719808919,-0.023247426980908883,-0.20619516197363566,-1.1768205297398198,0.1155416804342265,2.702677595174296,0.5671305881885822,1.3910535933046226,-1.434529613134036,-0.43384901827660194,0.11789814558726895,-1.5882428780649482,0.6946132265590207,0.16697934522905036,-0.16803458994360143,0.07385582672819797,0.9995043370203543
2,ARI,1997,-0.07334342690312551,2.0697139400272575,3.274221801133482,-1.9099330085302384,2.501778518194639,-1.0089530898051526,1.029474426677426,-0.412648044886936,-0.5347340647690014,-0.29187374889063655,-0.9594001765434274,1.0659123039236094,-0.7679686724419897,1.5263767572846663,1.3896038433462132,-2.083381069487643,0.519813230178839,1.8670767074271333,-0.6112904793161308,0.4020933108331975,-0.4254214680113788,0.5847288459771276,-1.6225042136698238,0.9995043370203543
3,ARI,1998,-0.010151093896357053,1.5840625535051207,2.334261066656946,-1.160601136311754,2.150275943501981,-0.6803708915604323,0.4892064143610219,-0.994427661573611,-0.8246208927306725,1.113255076548177,-0.3730981005082119,1.065718429867409,0.9731388718121804,0.8756511038675292,0.6103632407012259,-1.585254314043372,1.031197334423061,1.0607177959406708,-0.08046432455427095,0.31476700014410763,-0.6858127312834251,0.894597656650667,-1.4128201096762236,0.9995043370203543
4,ARI,1999,-0.8910510214486543,3.057479471936688,1.044547500747282,-1.8098612871952586,0.5489864365687604,-2.133090775094147,0.7129737838763899,-2.269448746195012,-0.9128878576545203,1.0404282776687268,-0.5954043043382315,1.8034092137060682,0.18645905115248892,1.9305922219955451,0.7932733604538627,-2.152003697543927,0.08740736597233632,0.8374184050674978,-0.0948813306436166,1.1636437702734304,-1.0982057910960519,0.11690827914315727,-2.4819323484548366,0.9995043370203543
5,ARI,2000,-0.8000851205324835,2.8187694683919085,0.3086092512734049,-2.1870863766719744,2.635684260934699,-2.852105938312004,-0.20973643586636348,-1.2161983104361158,-1.4212665037199412,-0.2747380315072364,-1.338053600649504,3.0370298333027517,-0.36884435166611723,2.520838667624501,1.4654740911696322,-3.1727652898811436,-2.755809275385499,0.482974927491029,-1.525168476424063,1.8574931138469868,-1.0922197850438211,-1.4130197776200943,-3.159345538120907,0.9995043370203543
6,ARI,2001,-0.46605570433176974,0.5839499524468229,-0.6987517684272228,-1.6335444448431506,1.4082149524841472,-2.278440076905928,0.2214151104272294,-1.5631393370794793,-0.6745048925256778,-0.039121917485483874,-2.6181464666597245,1.9087474509077336,-0.9588542171608854,2.161791218856692,0.7978642353221583,-1.8701607608841915,-1.215733594650004,0.08422601521750436,-1.4103330181985156,0.4233442614397189,-1.7836034840764976,-0.31181791614944354,-0.8067452296304651,0.9995043370203543
7,ARI,2002,-1.3194209763867888,1.4523604825838632,0.33229043256835694,-0.6568891562587853,0.9395448528939364,-1.304290500933346,1.236890049123093,-1.6348848965035134,0.15151050759668955,0.4192585225204706,-2.491114350185428,1.3911037208553758,-0.7853219037800713,1.566951415674206,0.5813682415330392,-0.947431494341666,-0.22653113817759243,0.20650901498138693,-0.7792886474961389,0.445524215351443,-0.30848056406243723,-0.3642935826479247,-3.3050296746305166,0.9995043370203543
8,ARI,2003,-1.5078930055010227,1.6499135889657492,1.377905668206983,-0.8513259810748398,0.8502743577338963,-0.5466186085102274,0.9063646386430432,-1.5022837286394504,0.17153485426703904,-0.14193622178588497,-2.3738539349783845,0.9877164345898571,0.2558719765048147,0.716414708678396,0.517095993376895,-1.0396431507922974,-0.465440314291689,-0.15679554953449176,-1.0002492894349215,1.4851950392868503,-0.32408693698432517,-0.9559567224183138,-2.2984737950467817,0.9995043370203543
9,ARI,2004,-1.2558702747618344,1.3988565162721027,0.521739882927968,-0.8167921183919284,0.39276307003869,0.44608619748087786,1.5508750385287902,0.01923459943166711,-1.1533576172257274,-0.07767728159813429,-0.6149477068727388,1.0537628630684468,1.0772582598406684,-0.2910617147297835,-0.10557161375988956,-0.7945623363055718,1.2918255265475282,1.119200969740787,-0.5145763968001078,0.4285699050314865,-0.7790233969538788,0.9226721382273549,-0.8440384437658733,0.9995043370203543
10,ARI,2005,0.6668072258566853,1.514095828328203,0.9370713702548096,-1.9218757242451128,1.4528502000641672,0.9184714283691695,0.6069389932628679,2.0393845654998213,-1.69179498323755,0.6548746365422226,-0.0017734523525751121,-0.41379911767549304,0.6781339390647958,-1.07116693923809,1.4761055908646328,-0.14724263504250346,0.8534962943381966,0.9136237527464368,-1.5810343750202753,1.3353932563228514,-0.6432693311264983,1.8305011686510977,1.7188474721719653,0.9995043370203543
